"ARS-ID","정류소명","X좌표","Y좌표"
"13113","서대문우체국","126.9311629","37.56300102"
"13114","연세대학교앞","126.9351197","37.55970255"
"13115","연대앞","126.9351882","37.56033245"
"13116","세브란스병원","126.9378407","37.55986802"
"13117","세브란스병원","126.9391115","37.56023542"
"13118","이대부중","126.9429925","37.56221616"
"13119","이대부중","126.944163","37.56364405"
"13120","이대부고","126.9464278","37.56537264"
"13121","이대부고","126.946476","37.56631776"
"13122","홍은동동부센트레빌","126.9387671","37.59660326"
"13123","산골고개","126.9405746","37.59506873"
"13124","홍은사거리.북한산더샵아파트앞","126.9413254","37.59214598"
"13125","홍제우체국","126.946047","37.586895"
"13133","영천시장","126.9619407","37.57029938"
"13134","금화초등학교.서울시교육청","126.964326","37.56790142"
"13137","충정로역2호선","126.9640266","37.55961127"
"13140","이대역","126.9469015","37.55697632"
"13141","신촌기차역입구","126.9438433","37.55680821"
"13142","신촌역2호선","126.9400304","37.55624225"
"13143","신촌아트레온","126.940788","37.55650963"
"13144","동교동삼거리연희동방면","126.9274995","37.55865826"
"13145","연세로.명물거리","126.9370194","37.55793023"
"13146","연세로.스타광장","126.9367567","37.55663792"
"13147","연희동대우아파트","126.9279552","37.56262335"
"13148","연희교차로","126.930163","37.5657"
"13149","연희교차로","126.9302272","37.56616961"
"13150","연희3거리","126.9319225","37.56786646"
"13151","연희3거리","126.931757","37.56807902"
"13152","한성화교중고교.서대문소방서","126.9354133","37.57230089"
"13153","한성화교중고교.서대문소방서","126.9352093","37.57247739"
"13154","서대문자연사박물관입구","126.9355049","37.57504836"
"13155","서대문자연사박물관입구","126.9351391","37.57518243"
"13156","서대문구청.보건소.구의회","126.936066","37.57824484"
"13157","서대문구청.서대문구의회","126.9358426","37.57861597"
"13158","동신병원","126.9359752","37.58109944"
"13159","서대문구보건소별관","126.936368","37.58256483"
"13160","정원여중","126.9349879","37.58624953"
"13161","정원여중.스위스그랜드호텔","126.9351047","37.58742822"
"13162","홍은현대아파트.스위스그랜드호텔","126.9363438","37.58835251"
